OrderID,Date,CustomerID,Category,Product,Amount,Quantity,Device
446,2025-03-18,C374,Beauty,Cream,52020,2,Tablet
447,2025-02-15,C440,Electronics,Mobile,50594,1,Tablet
448,2025-02-21,C431,Fashion,Shirt,37111,3,Tablet
449,2025-01-29,C232,Home,Lamp,7143,1,Mobile
450,2025-03-28,C495,Fashion,Jacket,24718,2,Desktop
451,2025-02-23,C251,Fashion,Dress,1809,2,Mobile
452,2025-02-09,C278,Electronics,Mobile,54681,3,Mobile
453,2025-02-14,C347,Home,Lamp,51597,1,Tablet
454,2025-02-10,C331,Beauty,Cream,28915,3,Tablet
455,2025-02-13,C111,Electronics,Headphones,3128,3,Mobile
456,2025-03-12,C189,Electronics,Laptop,48728,1,Tablet
457,2025-02-21,C218,Fashion,Dress,36890,2,Desktop
458,2025-01-04,C302,Fashion,Jeans,42174,3,Desktop
459,2025-04-01,C102,Fashion,Jacket,39010,2,Desktop
460,2025-01-14,C395,Fashion,Jeans,18441,3,Mobile
461,2025-02-03,C158,Fashion,Dress,21563,1,Desktop
462,2025-03-17,C300,Beauty,Perfume,39323,2,Tablet
463,2025-03-28,C188,Electronics,Headphones,23267,2,Tablet
464,2025-01-31,C160,Home,Mixer,44247,1,Desktop
465,2025-03-07,C172,Home,Mixer,12196,2,Tablet
466,2025-02-24,C296,Beauty,Facewash,39287,1,Tablet
467,2025-01-23,C430,Fashion,Jacket,41848,3,Tablet
468,2025-02-27,C261,Fashion,Jacket,19129,1,Mobile
469,2025-02-19,C199,Electronics,Headphones,828,2,Mobile
470,2025-02-26,C463,Beauty,Facewash,45072,2,Desktop
471,2025-01-29,C489,Beauty,Shampoo,5617,3,Mobile
472,2025-01-22,C247,Home,Mixer,18212,1,Tablet
473,2025-01-15,C393,Beauty,Facewash,36226,3,Mobile
474,2025-03-11,C325,Home,Table,35723,1,Tablet
475,2025-02-01,C484,Fashion,Jacket,6911,3,Tablet
476,2025-02-26,C144,Home,Mixer,29673,2,Desktop
477,2025-02-14,C452,Electronics,Laptop,13954,3,Tablet
478,2025-01-08,C205,Beauty,Shampoo,40580,1,Mobile
479,2025-04-01,C265,Home,Table,39315,3,Mobile
480,2025-01-13,C447,Home,Table,37734,2,Tablet
481,2025-03-31,C164,Fashion,Jacket,4085,2,Tablet
482,2025-03-28,C226,Fashion,Jeans,9784,3,Desktop
483,2025-03-22,C237,Beauty,Facewash,9517,3,Tablet
484,2025-01-12,C493,Beauty,Facewash,29821,1,Tablet
485,2025-02-11,C349,Beauty,Perfume,45728,2,Desktop
486,2025-03-31,C440,Electronics,Mobile,48102,2,Tablet
487,2025-02-24,C211,Home,Mixer,52345,3,Desktop
488,2025-03-12,C272,Fashion,Jacket,17798,2,Desktop
489,2025-01-07,C490,Fashion,Jacket,51862,2,Tablet
490,2025-01-21,C163,Electronics,Mobile,41237,2,Mobile
491,2025-01-17,C452,Beauty,Facewash,244,2,Mobile
492,2025-02-16,C435,Home,Chair,57506,2,Mobile
493,2025-01-07,C184,Home,Mixer,24569,3,Tablet
494,2025-03-25,C319,Beauty,Perfume,47778,3,Mobile
495,2025-01-17,C139,Electronics,Mobile,271,1,Desktop
496,2025-01-16,C275,Fashion,Jacket,808,1,Tablet
497,2025-01-12,C296,Beauty,Shampoo,31506,1,Mobile
498,2025-02-18,C170,Electronics,Mobile,20735,2,Desktop
499,2025-03-20,C104,Fashion,Jeans,4683,3,Tablet
500,2025-01-20,C421,Fashion,Jacket,23215,3,Mobile
501,2025-01-18,C151,Beauty,Facewash,56558,1,Mobile
502,2025-02-01,C171,Electronics,Tablet,23238,2,Desktop
503,2025-03-19,C407,Home,Mixer,16463,3,Tablet
504,2025-03-08,C205,Home,Mixer,55767,3,Desktop
505,2025-03-05,C222,Fashion,Jacket,19568,3,Mobile
506,2025-01-10,C404,Beauty,Cream,15999,2,Tablet
507,2025-02-23,C391,Electronics,Headphones,20940,1,Desktop
508,2025-03-17,C108,Home,Chair,50186,2,Mobile
509,2025-02-20,C130,Electronics,Mobile,17382,1,Mobile
510,2025-03-23,C142,Home,Lamp,27959,3,Desktop
511,2025-01-27,C361,Fashion,Dress,5678,2,Mobile
512,2025-03-25,C490,Fashion,Dress,25806,3,Tablet
513,2025-01-08,C222,Electronics,Headphones,45988,2,Tablet
514,2025-03-19,C413,Fashion,Shirt,28674,1,Desktop
515,2025-01-23,C479,Electronics,Headphones,43852,3,Tablet
516,2025-01-21,C105,Electronics,Mobile,46592,1,Tablet
517,2025-01-22,C232,Beauty,Perfume,34475,3,Tablet
518,2025-01-04,C160,Home,Chair,49337,2,Tablet
519,2025-03-15,C234,Home,Lamp,18024,3,Mobile
520,2025-03-05,C128,Electronics,Tablet,30031,3,Desktop
521,2025-03-28,C393,Fashion,Dress,10509,2,Mobile
522,2025-01-02,C122,Electronics,Laptop,48747,3,Mobile
523,2025-01-23,C176,Fashion,Shirt,31117,2,Desktop
524,2025-02-10,C313,Electronics,Tablet,14913,2,Mobile
525,2025-03-28,C357,Home,Mixer,37656,2,Mobile
526,2025-01-09,C305,Electronics,Laptop,14826,3,Mobile
527,2025-03-12,C144,Beauty,Perfume,50893,2,Desktop
528,2025-02-08,C388,Beauty,Cream,24377,1,Desktop
529,2025-01-26,C495,Fashion,Jacket,24335,3,Desktop
530,2025-03-11,C219,Fashion,Jeans,617,2,Mobile
531,2025-02-09,C292,Home,Mixer,22155,1,Tablet
532,2025-01-08,C351,Electronics,Laptop,34921,1,Desktop
533,2025-02-22,C366,Fashion,Dress,6296,1,Mobile
534,2025-03-06,C148,Home,Lamp,49214,1,Tablet
535,2025-02-25,C131,Fashion,Jacket,5104,3,Tablet
536,2025-03-31,C301,Fashion,Jeans,19315,2,Desktop
537,2025-01-26,C138,Home,Table,29871,2,Mobile
538,2025-03-01,C330,Fashion,Shirt,10384,1,Mobile
539,2025-01-27,C494,Home,Lamp,8112,3,Desktop
540,2025-01-21,C146,Beauty,Perfume,30565,2,Mobile
541,2025-02-01,C146,Home,Mixer,14291,2,Mobile
542,2025-02-03,C253,Home,Lamp,33850,1,Tablet
543,2025-03-12,C483,Fashion,Shirt,26702,2,Tablet
544,2025-01-02,C162,Fashion,Shirt,30480,1,Mobile
545,2025-03-29,C290,Electronics,Laptop,8766,1,Desktop
546,2025-01-26,C133,Electronics,Headphones,53464,1,Mobile
547,2025-03-01,C121,Beauty,Shampoo,6227,2,Mobile
548,2025-03-05,C302,Electronics,Laptop,37810,2,Tablet
549,2025-01-28,C281,Electronics,Tablet,44975,2,Mobile
550,2025-03-20,C117,Fashion,Dress,18540,2,Mobile
551,2025-01-08,C345,Fashion,Dress,32895,2,Tablet
552,2025-03-24,C202,Electronics,Headphones,25301,1,Desktop
553,2025-03-11,C345,Fashion,Shirt,25267,3,Desktop
554,2025-02-04,C298,Beauty,Perfume,37270,3,Desktop
555,2025-02-05,C115,Fashion,Shirt,21097,3,Mobile
556,2025-01-21,C219,Electronics,Tablet,34896,2,Tablet
557,2025-01-08,C373,Electronics,Laptop,43248,1,Desktop
558,2025-03-17,C221,Fashion,Jacket,23452,1,Mobile
559,2025-02-15,C458,Home,Table,38968,1,Tablet
560,2025-01-23,C258,Fashion,Jeans,55033,2,Tablet
561,2025-01-29,C408,Beauty,Cream,6115,1,Mobile
562,2025-01-17,C203,Electronics,Tablet,244,2,Tablet
563,2025-01-19,C111,Home,Chair,52787,2,Mobile
564,2025-02-17,C137,Fashion,Shirt,55674,3,Desktop
565,2025-01-21,C169,Beauty,Cream,22256,2,Desktop
566,2025-03-13,C462,Beauty,Facewash,42744,2,Mobile
567,2025-02-09,C293,Home,Chair,43816,3,Mobile
568,2025-03-15,C459,Home,Chair,11846,3,Mobile
569,2025-01-29,C413,Beauty,Cream,12132,3,Desktop
570,2025-01-31,C139,Electronics,Tablet,9417,2,Tablet
571,2025-03-27,C462,Home,Table,11202,3,Mobile
572,2025-03-30,C227,Home,Lamp,946,2,Mobile
573,2025-01-07,C100,Electronics,Headphones,17020,1,Tablet
574,2025-03-05,C311,Beauty,Facewash,48210,2,Mobile
575,2025-03-15,C345,Beauty,Perfume,35984,2,Mobile
576,2025-01-03,C250,Fashion,Jeans,29775,1,Mobile
577,2025-02-18,C187,Home,Table,7063,1,Desktop
578,2025-03-20,C404,Fashion,Shirt,36051,1,Desktop
579,2025-02-25,C410,Beauty,Cream,28467,3,Mobile
580,2025-02-22,C197,Fashion,Shirt,6836,2,Mobile
581,2025-02-20,C125,Home,Table,19690,1,Mobile
582,2025-01-12,C318,Beauty,Shampoo,3772,2,Mobile
583,2025-01-22,C205,Home,Lamp,13285,1,Mobile
584,2025-03-02,C303,Home,Mixer,31235,1,Desktop
585,2025-01-24,C298,Beauty,Perfume,6172,3,Tablet
586,2025-02-03,C122,Home,Lamp,24409,1,Desktop
587,2025-01-08,C388,Beauty,Facewash,17462,1,Desktop
588,2025-02-22,C377,Fashion,Shirt,5816,3,Desktop
589,2025-03-10,C314,Fashion,Shirt,55302,2,Tablet
590,2025-01-05,C302,Beauty,Shampoo,31412,2,Mobile
591,2025-01-28,C185,Fashion,Shirt,49823,2,Mobile
592,2025-02-25,C449,Fashion,Jeans,2996,2,Mobile
593,2025-01-09,C263,Fashion,Jeans,54864,3,Desktop
594,2025-02-05,C266,Electronics,Tablet,36661,2,Tablet
595,2025-03-08,C400,Beauty,Cream,51747,3,Tablet
596,2025-03-17,C390,Beauty,Cream,27360,1,Mobile
597,2025-02-14,C374,Electronics,Mobile,37076,1,Desktop
598,2025-03-19,C392,Beauty,Perfume,25303,3,Desktop
599,2025-03-21,C173,Beauty,Cream,11485,2,Desktop
600,2025-01-07,C221,Beauty,Cream,26138,2,Tablet
601,2025-02-08,C272,Beauty,Perfume,58987,2,Mobile
602,2025-01-13,C450,Home,Table,55436,2,Tablet
603,2025-02-11,C496,Fashion,Jeans,19892,3,Desktop
604,2025-02-26,C196,Home,Lamp,39847,3,Mobile
605,2025-01-08,C291,Fashion,Jacket,48758,2,Tablet
606,2025-01-18,C306,Fashion,Shirt,20589,3,Tablet
607,2025-01-05,C227,Electronics,Laptop,12832,1,Mobile
608,2025-02-17,C240,Beauty,Cream,23817,3,Mobile
609,2025-01-31,C115,Beauty,Facewash,41842,1,Tablet
610,2025-03-17,C342,Home,Lamp,39131,2,Mobile
611,2025-01-12,C452,Home,Table,10916,2,Tablet
612,2025-01-28,C392,Home,Mixer,25533,1,Mobile
613,2025-02-22,C433,Fashion,Jeans,44613,1,Desktop
614,2025-03-18,C188,Electronics,Mobile,31270,1,Tablet
615,2025-04-01,C464,Electronics,Laptop,16740,3,Desktop
616,2025-02-02,C335,Home,Lamp,58886,2,Desktop
617,2025-02-20,C419,Fashion,Jacket,20001,3,Tablet
618,2025-03-24,C387,Electronics,Mobile,33722,3,Desktop
619,2025-02-13,C132,Home,Table,45053,1,Desktop
620,2025-03-25,C435,Home,Table,56658,2,Desktop
621,2025-03-18,C129,Home,Chair,10025,3,Mobile
622,2025-03-25,C113,Beauty,Perfume,44814,1,Tablet
623,2025-01-05,C298,Beauty,Perfume,17201,2,Desktop
624,2025-03-10,C451,Fashion,Dress,47815,3,Mobile
625,2025-03-13,C436,Beauty,Perfume,33447,2,Mobile
626,2025-02-03,C479,Fashion,Dress,6596,2,Mobile
627,2025-01-29,C281,Fashion,Dress,43089,1,Mobile
628,2025-03-16,C233,Home,Lamp,51848,2,Desktop
629,2025-03-23,C127,Home,Lamp,55985,1,Desktop
630,2025-03-29,C161,Electronics,Tablet,58489,1,Tablet
631,2025-01-26,C170,Beauty,Perfume,27273,1,Mobile
632,2025-01-24,C261,Home,Lamp,37516,2,Mobile
633,2025-03-23,C260,Electronics,Tablet,21999,3,Mobile
634,2025-01-22,C489,Electronics,Mobile,29825,2,Mobile
635,2025-02-25,C414,Fashion,Jacket,51659,1,Mobile
636,2025-01-05,C102,Beauty,Facewash,28316,2,Desktop
637,2025-01-03,C197,Fashion,Dress,1122,2,Tablet
638,2025-01-17,C259,Electronics,Laptop,15028,3,Desktop
639,2025-01-09,C185,Electronics,Tablet,33186,3,Desktop
640,2025-03-18,C366,Electronics,Headphones,19259,2,Tablet
641,2025-03-04,C275,Home,Lamp,58394,3,Mobile
642,2025-01-29,C216,Home,Chair,11005,2,Mobile
643,2025-01-22,C358,Fashion,Jeans,48308,1,Tablet
644,2025-03-23,C292,Electronics,Headphones,46803,3,Mobile
645,2025-03-25,C155,Home,Mixer,39123,1,Tablet
646,2025-02-18,C327,Electronics,Mobile,45403,1,Desktop
647,2025-03-30,C205,Electronics,Headphones,31290,3,Mobile
648,2025-03-08,C439,Electronics,Headphones,27782,3,Mobile
649,2025-03-21,C468,Home,Chair,27648,1,Tablet
650,2025-03-19,C201,Electronics,Headphones,7671,1,Desktop
651,2025-04-01,C283,Fashion,Dress,54693,3,Mobile
652,2025-01-27,C354,Beauty,Perfume,10710,1,Tablet
653,2025-01-12,C443,Beauty,Perfume,15568,1,Mobile
654,2025-01-13,C138,Electronics,Tablet,9974,1,Tablet
655,2025-01-07,C337,Home,Chair,30133,2,Desktop
656,2025-03-28,C284,Electronics,Laptop,57487,1,Desktop
657,2025-01-06,C488,Home,Lamp,48600,1,Mobile
658,2025-02-15,C268,Electronics,Laptop,43673,3,Mobile
659,2025-02-13,C290,Beauty,Perfume,57771,3,Mobile
660,2025-02-19,C239,Fashion,Shirt,26465,2,Desktop
661,2025-03-31,C167,Beauty,Facewash,42722,1,Mobile
662,2025-03-14,C347,Electronics,Laptop,6996,2,Tablet
663,2025-01-04,C413,Beauty,Shampoo,40263,2,Desktop
664,2025-01-06,C325,Fashion,Jacket,32189,1,Desktop
665,2025-03-28,C460,Electronics,Headphones,43124,2,Mobile
666,2025-03-21,C458,Fashion,Dress,34219,3,Tablet
667,2025-02-14,C346,Electronics,Tablet,43566,3,Mobile
668,2025-01-02,C127,Beauty,Shampoo,55186,3,Tablet
669,2025-03-04,C138,Fashion,Jacket,56028,2,Mobile
670,2025-01-29,C359,Home,Chair,21885,2,Mobile
671,2025-02-26,C335,Beauty,Facewash,53749,1,Mobile
672,2025-01-16,C261,Beauty,Cream,56337,2,Desktop
673,2025-03-13,C118,Beauty,Cream,6926,2,Desktop
674,2025-02-08,C426,Electronics,Mobile,52090,3,Tablet
675,2025-02-28,C214,Fashion,Jacket,22538,2,Mobile
676,2025-02-27,C466,Home,Lamp,47166,3,Desktop
677,2025-02-13,C101,Electronics,Mobile,49962,3,Mobile
678,2025-01-14,C459,Home,Table,36093,3,Desktop
679,2025-02-22,C480,Electronics,Laptop,32471,1,Tablet
680,2025-02-20,C161,Electronics,Headphones,40232,1,Mobile
681,2025-01-14,C273,Fashion,Jacket,54237,1,Tablet
682,2025-02-27,C163,Beauty,Cream,41700,3,Tablet
683,2025-01-07,C476,Beauty,Shampoo,32891,1,Tablet
684,2025-01-23,C396,Beauty,Facewash,33514,1,Tablet
685,2025-02-11,C410,Fashion,Shirt,25589,3,Tablet
686,2025-02-20,C240,Beauty,Facewash,40111,3,Mobile
687,2025-03-19,C311,Home,Table,29877,1,Mobile
688,2025-01-28,C423,Home,Table,46853,3,Tablet
689,2025-02-14,C451,Fashion,Jeans,41105,3,Desktop
690,2025-02-11,C426,Fashion,Jeans,33223,3,Tablet
691,2025-03-27,C392,Electronics,Headphones,37049,2,Tablet
692,2025-01-14,C367,Beauty,Perfume,57706,2,Mobile
693,2025-01-26,C128,Electronics,Tablet,9724,1,Tablet
694,2025-01-08,C174,Home,Chair,18983,3,Desktop
695,2025-02-27,C283,Home,Chair,49587,3,Mobile
696,2025-01-31,C299,Electronics,Laptop,48854,3,Tablet
697,2025-02-10,C450,Home,Mixer,25207,2,Desktop
698,2025-02-26,C417,Electronics,Mobile,48937,2,Mobile
699,2025-03-19,C478,Fashion,Dress,49686,3,Tablet
700,2025-01-10,C449,Fashion,Jeans,19479,2,Mobile
701,2025-01-06,C293,Fashion,Jeans,48374,3,Mobile
702,2025-03-16,C182,Beauty,Perfume,36677,2,Mobile
703,2025-01-06,C179,Home,Mixer,21863,2,Tablet
704,2025-03-26,C415,Fashion,Dress,39317,1,Tablet
705,2025-01-10,C283,Home,Lamp,51967,3,Tablet
706,2025-01-21,C358,Home,Chair,12250,3,Mobile
707,2025-03-26,C209,Beauty,Facewash,6225,2,Mobile
708,2025-03-21,C485,Home,Table,23845,2,Mobile
709,2025-01-31,C328,Beauty,Cream,7718,3,Desktop
710,2025-02-19,C158,Fashion,Shirt,44931,2,Desktop
711,2025-03-07,C363,Home,Table,1819,3,Desktop
712,2025-02-11,C198,Beauty,Facewash,3073,2,Tablet
713,2025-03-22,C103,Electronics,Mobile,11170,3,Tablet
714,2025-02-24,C450,Electronics,Laptop,44131,3,Mobile
715,2025-02-25,C496,Electronics,Laptop,35442,3,Tablet
716,2025-01-05,C269,Electronics,Laptop,1756,2,Tablet
717,2025-01-10,C385,Electronics,Mobile,3756,1,Desktop
718,2025-02-21,C422,Fashion,Dress,26914,2,Desktop
719,2025-03-10,C160,Beauty,Perfume,1306,2,Tablet
720,2025-03-31,C123,Electronics,Mobile,49742,3,Tablet
721,2025-02-08,C451,Electronics,Headphones,33153,1,Desktop
722,2025-03-26,C302,Electronics,Headphones,50353,2,Desktop
723,2025-02-20,C169,Electronics,Tablet,10444,3,Mobile
724,2025-02-17,C431,Home,Chair,19733,3,Tablet
725,2025-03-18,C393,Electronics,Laptop,8276,1,Mobile
726,2025-02-14,C479,Beauty,Cream,20168,1,Tablet
727,2025-01-21,C172,Fashion,Jacket,59551,3,Tablet
728,2025-01-24,C158,Fashion,Jeans,40628,2,Mobile
729,2025-03-27,C248,Electronics,Tablet,42449,3,Mobile
730,2025-03-04,C397,Electronics,Headphones,6635,1,Tablet
731,2025-01-13,C220,Home,Table,8602,3,Tablet
732,2025-02-27,C348,Home,Mixer,59190,1,Desktop
733,2025-03-14,C389,Home,Table,45646,3,Mobile
734,2025-02-01,C260,Home,Table,28269,1,Mobile
735,2025-02-12,C447,Fashion,Jacket,18332,2,Mobile
736,2025-03-12,C349,Beauty,Facewash,29386,2,Desktop
737,2025-01-18,C243,Electronics,Laptop,42506,3,Mobile
738,2025-01-10,C472,Fashion,Dress,48273,3,Mobile
739,2025-03-17,C307,Electronics,Mobile,53457,3,Tablet
740,2025-03-02,C376,Fashion,Shirt,36349,2,Tablet
741,2025-02-07,C475,Fashion,Dress,25922,1,Tablet
742,2025-02-16,C303,Fashion,Jacket,33041,3,Mobile
743,2025-03-07,C184,Electronics,Laptop,55773,3,Tablet
744,2025-03-26,C389,Fashion,Jacket,10634,1,Tablet
745,2025-03-04,C489,Fashion,Jacket,23714,1,Mobile
746,2025-03-27,C121,Fashion,Shirt,17524,2,Mobile
747,2025-01-06,C123,Fashion,Dress,25634,2,Desktop
748,2025-02-03,C240,Home,Mixer,46320,3,Tablet
749,2025-03-25,C400,Fashion,Jacket,43039,2,Desktop
750,2025-02-15,C307,Electronics,Headphones,24863,1,Tablet
751,2025-03-06,C103,Home,Lamp,52147,2,Tablet
752,2025-03-24,C363,Fashion,Jacket,11053,1,Mobile
753,2025-03-19,C285,Home,Chair,10046,1,Mobile
754,2025-03-03,C158,Electronics,Laptop,27372,2,Tablet
755,2025-02-22,C431,Beauty,Facewash,14008,3,Mobile
756,2025-01-21,C403,Electronics,Laptop,3027,1,Tablet
757,2025-01-22,C128,Fashion,Shirt,58579,3,Mobile
758,2025-03-23,C388,Home,Chair,34058,2,Tablet
759,2025-03-02,C410,Electronics,Headphones,5819,1,Desktop
760,2025-03-16,C173,Beauty,Shampoo,14576,2,Tablet
761,2025-02-28,C275,Fashion,Dress,11191,3,Tablet
762,2025-01-03,C155,Electronics,Laptop,24986,2,Mobile
763,2025-01-23,C149,Fashion,Jacket,54366,1,Tablet
764,2025-01-16,C485,Beauty,Cream,57724,3,Tablet
765,2025-01-01,C376,Electronics,Tablet,43413,1,Tablet
766,2025-02-24,C371,Beauty,Facewash,24473,1,Tablet
767,2025-03-31,C401,Fashion,Jacket,51944,2,Desktop
768,2025-01-30,C492,Electronics,Tablet,8974,2,Desktop
769,2025-01-25,C231,Electronics,Headphones,39409,3,Desktop
770,2025-01-01,C366,Electronics,Mobile,38078,3,Mobile
771,2025-01-14,C285,Beauty,Shampoo,45273,2,Desktop
772,2025-03-10,C233,Fashion,Jacket,42901,3,Desktop
773,2025-01-27,C303,Beauty,Perfume,40300,2,Tablet
774,2025-03-03,C384,Beauty,Facewash,11912,2,Tablet
775,2025-01-18,C303,Home,Table,38056,2,Tablet
776,2025-01-28,C151,Electronics,Laptop,29468,3,Mobile
777,2025-03-29,C456,Beauty,Perfume,52684,3,Tablet
778,2025-01-19,C146,Electronics,Laptop,25700,3,Mobile
779,2025-02-17,C213,Beauty,Facewash,5976,1,Desktop
780,2025-03-25,C414,Electronics,Mobile,47680,2,Desktop
781,2025-02-26,C353,Home,Mixer,50899,1,Tablet
782,2025-01-25,C246,Electronics,Laptop,55942,3,Tablet
783,2025-02-16,C118,Electronics,Laptop,40517,1,Tablet
784,2025-02-21,C499,Fashion,Shirt,10518,1,Desktop
785,2025-01-02,C365,Home,Lamp,26771,3,Mobile
786,2025-03-16,C386,Electronics,Mobile,36218,2,Tablet
787,2025-01-25,C410,Home,Table,53645,2,Mobile
788,2025-02-22,C189,Beauty,Facewash,37877,1,Desktop
789,2025-03-07,C159,Electronics,Mobile,33175,2,Desktop
790,2025-03-03,C388,Home,Table,45694,2,Desktop
791,2025-03-17,C335,Fashion,Dress,51029,2,Tablet
792,2025-03-23,C295,Electronics,Tablet,7819,2,Mobile
793,2025-03-08,C280,Fashion,Jeans,52639,2,Desktop
794,2025-03-28,C304,Electronics,Headphones,16469,2,Mobile
795,2025-02-15,C260,Home,Mixer,36543,1,Desktop
796,2025-03-05,C197,Fashion,Dress,12178,3,Tablet
797,2025-01-30,C205,Fashion,Jeans,48397,1,Desktop
798,2025-01-14,C179,Fashion,Jeans,55010,3,Desktop
799,2025-01-01,C414,Electronics,Mobile,44490,3,Desktop
800,2025-03-15,C352,Electronics,Tablet,24526,3,Desktop
801,2025-01-29,C303,Home,Lamp,12184,3,Desktop
802,2025-01-05,C376,Fashion,Shirt,34654,2,Desktop
803,2025-01-16,C334,Home,Lamp,56587,3,Mobile
804,2025-01-27,C445,Beauty,Perfume,45368,1,Mobile
805,2025-01-24,C232,Beauty,Cream,21527,2,Tablet
806,2025-02-16,C275,Home,Chair,17855,2,Tablet
807,2025-02-17,C458,Fashion,Jacket,27983,1,Desktop
808,2025-01-17,C392,Home,Lamp,18525,2,Mobile
809,2025-02-25,C384,Fashion,Shirt,47439,2,Mobile
810,2025-01-02,C342,Beauty,Shampoo,9758,3,Mobile
811,2025-03-10,C364,Fashion,Jacket,32941,1,Tablet
812,2025-01-07,C390,Home,Lamp,19863,2,Tablet
813,2025-02-02,C210,Beauty,Cream,45455,1,Mobile
814,2025-02-16,C233,Beauty,Cream,29681,3,Desktop
815,2025-02-14,C162,Home,Table,22753,1,Desktop
816,2025-03-28,C266,Fashion,Jeans,51338,2,Desktop
817,2025-02-06,C414,Beauty,Facewash,58502,1,Desktop
818,2025-02-23,C272,Beauty,Shampoo,57102,1,Tablet
819,2025-02-10,C216,Beauty,Cream,5384,1,Desktop
820,2025-02-20,C430,Home,Table,46758,2,Tablet
821,2025-03-08,C400,Home,Lamp,51381,2,Tablet
822,2025-01-31,C164,Beauty,Facewash,11165,1,Mobile
823,2025-01-13,C152,Home,Mixer,14000,1,Desktop
824,2025-02-20,C494,Electronics,Tablet,36142,1,Mobile
825,2025-03-25,C143,Electronics,Mobile,17400,3,Mobile
826,2025-02-26,C245,Beauty,Perfume,15231,1,Tablet
827,2025-03-26,C117,Fashion,Jeans,34720,1,Mobile
828,2025-02-04,C376,Home,Table,56838,2,Desktop
829,2025-03-18,C402,Beauty,Shampoo,45919,3,Mobile
830,2025-02-09,C373,Beauty,Facewash,34505,3,Tablet
831,2025-02-09,C326,Home,Lamp,35567,1,Mobile
832,2025-01-01,C105,Home,Lamp,17226,1,Desktop
833,2025-03-30,C104,Fashion,Dress,18993,2,Tablet
834,2025-03-18,C249,Beauty,Facewash,19835,1,Desktop
835,2025-03-13,C310,Fashion,Shirt,36127,2,Mobile
836,2025-03-24,C477,Beauty,Facewash,16577,1,Tablet
837,2025-03-22,C316,Beauty,Facewash,14656,2,Mobile
838,2025-02-04,C372,Fashion,Dress,18856,3,Tablet
839,2025-02-07,C169,Beauty,Shampoo,56133,1,Mobile
840,2025-03-21,C458,Electronics,Tablet,40683,2,Desktop
841,2025-03-10,C125,Beauty,Shampoo,21213,1,Mobile
842,2025-02-26,C164,Electronics,Laptop,6902,2,Desktop
843,2025-01-28,C352,Electronics,Laptop,6111,1,Mobile
844,2025-03-31,C337,Home,Lamp,20619,2,Desktop
845,2025-02-20,C236,Electronics,Headphones,5457,1,Mobile
846,2025-01-02,C295,Electronics,Tablet,12101,1,Desktop
847,2025-01-05,C477,Electronics,Laptop,25418,2,Mobile
848,2025-01-27,C440,Fashion,Jacket,48390,1,Tablet
849,2025-03-22,C181,Beauty,Facewash,44859,2,Desktop
850,2025-01-26,C252,Electronics,Mobile,16801,2,Tablet
851,2025-01-31,C157,Home,Mixer,56800,3,Mobile
852,2025-01-16,C399,Beauty,Perfume,1187,1,Desktop
853,2025-03-02,C453,Beauty,Shampoo,785,1,Tablet
854,2025-03-05,C180,Fashion,Dress,50714,1,Mobile
855,2025-02-15,C130,Electronics,Headphones,49978,3,Mobile
856,2025-03-13,C262,Fashion,Shirt,8446,2,Mobile
857,2025-02-18,C452,Home,Lamp,48250,1,Mobile
858,2025-02-26,C461,Home,Chair,16629,1,Desktop
859,2025-02-14,C378,Home,Lamp,12637,3,Mobile
860,2025-01-09,C182,Home,Lamp,18243,3,Tablet
861,2025-02-28,C287,Fashion,Jacket,19577,2,Tablet
862,2025-02-16,C417,Electronics,Tablet,48280,1,Mobile
863,2025-02-19,C375,Fashion,Dress,47451,1,Tablet
864,2025-02-06,C413,Fashion,Jacket,50383,3,Mobile
865,2025-03-08,C149,Home,Lamp,42202,2,Mobile
866,2025-01-26,C116,Electronics,Mobile,54935,1,Mobile
867,2025-03-24,C392,Electronics,Tablet,12757,1,Mobile
868,2025-02-02,C402,Beauty,Facewash,34660,3,Tablet
869,2025-01-02,C136,Electronics,Headphones,14665,3,Tablet
870,2025-01-08,C427,Fashion,Jacket,58511,1,Desktop
871,2025-03-20,C129,Home,Lamp,54072,2,Tablet
872,2025-01-28,C139,Home,Mixer,48323,1,Desktop
873,2025-01-25,C297,Electronics,Mobile,47724,1,Tablet
874,2025-03-13,C385,Fashion,Jeans,37557,3,Mobile
875,2025-03-28,C283,Beauty,Cream,50419,3,Tablet
876,2025-03-12,C192,Beauty,Facewash,58056,1,Mobile
877,2025-02-26,C407,Beauty,Perfume,43292,1,Tablet
878,2025-03-23,C311,Home,Table,36250,2,Desktop
879,2025-01-28,C379,Beauty,Perfume,40072,1,Tablet
880,2025-01-01,C303,Beauty,Perfume,23793,2,Desktop
881,2025-02-08,C169,Electronics,Headphones,39243,1,Tablet
882,2025-03-30,C111,Electronics,Headphones,14741,1,Desktop
883,2025-01-20,C282,Home,Chair,6379,1,Desktop
884,2025-02-02,C219,Fashion,Dress,24257,3,Mobile
885,2025-01-10,C211,Home,Mixer,37587,2,Tablet
886,2025-03-15,C459,Home,Lamp,11531,2,Tablet
887,2025-01-11,C295,Electronics,Headphones,2649,3,Tablet
888,2025-01-30,C161,Electronics,Headphones,23001,2,Desktop
889,2025-02-10,C121,Electronics,Tablet,3747,2,Tablet
890,2025-01-07,C178,Fashion,Dress,33125,3,Mobile
891,2025-01-12,C358,Beauty,Facewash,49538,3,Tablet
